date;code_etu;nature;duree_retard;justifiee;excusee;enseignant;cours;type;duree_cours
2022-03-31T08:00:00;18;absence;;false;false;Enseignant014;R2.02 Développement d'applications avec IHM;TD;120
2022-03-31T10:00:00;8;absence;;false;true;Enseignant014;R2.02 Développement d'applications avec IHM;TD;120
2022-03-31T10:00:00;18;absence;;false;false;Enseignant014;R2.02 Développement d'applications avec IHM;TD;120
2022-04-03T16:50:00;51;absence;;false;true;Enseignant001;R2.11 Introduction au Droit;CM;60
2022-04-04T08:00:00;8;absence;;false;true;Enseignant005;R2.04 Communication et fonctionnement bas niveau;CM;60
2022-04-04T08:00:00;30;absence;;false;false;Enseignant005;R2.04 Communication et fonctionnement bas niveau;CM;60
2022-04-04T09:00:00;30;absence;;false;false;Enseignant007;R2.04 Communication et fonctionnement bas niveau;TD;90
2022-04-05T08:00:00;13;absence;;false;false;Enseignant015;R2.01 Développement orienté objets;TP;180
2022-04-07T09:00:00;16;absence;;false;false;Enseignant008;R2.06 Exploitation d'une base de données;TD;180
2022-04-11T09:30:00;51;absence;;true;false;Enseignant005;R2.04 Communication et fonctionnement bas niveau;TD;180
2022-04-11T09:30:00;54;absence;;true;false;Enseignant002;R2.08 Outils numériques pour les statistiques descriptives;TD;90
2022-04-11T11:00:00;54;absence;;true;false;Enseignant002;R2.08 Outils numériques pour les statistiques descriptives;TD;90
2022-04-11T13:50:00;51;absence;;true;false;Enseignant002;R2.08 Outils numériques pour les statistiques descriptives;TD;90
2022-04-11T15:20:00;54;absence;;true;false;Enseignant005;R2.04 Communication et fonctionnement bas niveau;TD;180
2022-04-12T08:00:00;8;absence;;false;true;Enseignant006;R2.03 Qualité de développement;TD;90
2022-04-12T08:00:00;21;absence;;true;false;Enseignant006;R2.03 Qualité de développement;TD;90
2022-04-12T08:00:00;51;absence;;true;false;Enseignant006;R2.03 Qualité de développement;TD;90
2022-04-12T08:00:00;54;absence;;true;false;Enseignant005;R2.04 Communication et fonctionnement bas niveau;TD;120
2022-04-12T09:30:00;21;absence;;true;false;Enseignant007;R2.12 Anglais;TP;90
2022-04-12T09:30:00;51;absence;;true;false;Enseignant008;R2.06 Exploitation d'une base de données;TP;180
2022-04-12T10:00:00;54;absence;;true;false;Enseignant006;R2.03 Qualité de développement;TD;90
2022-04-12T11:00:00;21;absence;;true;false;Enseignant013;R2.14 Projet Professionnel et Personnel;TP;90
2022-04-12T15:30:00;54;absence;;true;false;Enseignant013;R2.14 Projet Professionnel et Personnel;TP;60
2022-04-12T16:30:00;51;absence;;true;false;Enseignant013;R2.14 Projet Professionnel et Personnel;TP;90
2022-04-14T09:00:00;8;absence;;false;true;Enseignant002;R2.08 Outils numériques pour les statistiques descriptives;TD;90
2022-04-14T09:00:00;33;absence;;false;true;Enseignant002;R2.08 Outils numériques pour les statistiques descriptives;TD;90
2022-04-14T09:00:00;51;absence;;true;false;Enseignant002;R2.08 Outils numériques pour les statistiques descriptives;TD;90
2022-04-14T09:00:00;52;absence;;true;false;Enseignant002;R2.08 Outils numériques pour les statistiques descriptives;TD;90
2022-04-14T09:30:00;2;absence;;false;false;Enseignant008;R2.06 Exploitation d'une base de données;TP;180
2022-04-14T13:30:00;33;absence;;false;false;Enseignant007;R2.12 Anglais;TP;90
2022-04-14T13:30:00;51;absence;;true;false;Enseignant007;R2.12 Anglais;TP;90
